customer_message,support_response,intent
@VerizonSupport Alright fine,Follow and DM us.,tv_fios_content
&gt;:| i hope that fixes this shit with univision.,We know that this is frustrating. More information regarding this can be found at https://t.co/KNEqkkpqq3 .,complaint_escalation
@VerizonSupport Thank you .. #timetoswitch,We will welcome you with open arms! If you have any questions/concerns we are here 24/7 and just a tweet away.,plan_product_upgrade
Strongly considering switching to as my Verizon cable costs are through the roof.,"Hi Luis, Are you under a bundle contract?",account_login
@VerizonSupport I do have a 75/75 Internet and Extreme HD bundle. Been a customer since the 5/1 days. Tried the online tool but could not find any savings.,Our best prices are online.,internet_wifi_issue
Yo how dare you take Off of the air?!?! My mom watches that channel you haters 😒😒😒,You can check for updates on this issue at https://t.co/KNEqkkpqq3,tv_fios_content
@VerizonSupport wired,Are you Fios or DSL for internet?,equipment_router
@VerizonSupport It's down till 7:45am tomorrow. At least I know now. Thanks again.,"Yes sir, sorry to hear that. We will get it cared for quickly though.",tv_fios_content
why can't I get through to customer service since about noon? My balance is announces and if I wanna upgrade then rudely cutoff,"Hi Dominic, how can we help you today?",plan_product_upgrade
@VerizonSupport My new galaxy S8+ won't activate when I follow the on screen instructions,Let us partner you with our Verizon Wireless Team . We will get this over to them for you.,installation_availability
@VerizonSupport Listed in where now?,"Hi Dominic, are you referring to Verizon Fios or Verizon Wireless?",installation_availability
@VerizonSupport On 'My Verizon' it's been a frustrating adventure trying to change my password and then error messages,Let us partner you with our Verizon Wireless Team . We will get this over to them for you.,account_login
.@VerizonSupport why is your internet so absolutely trash in area code 92407? massive drop. down to only 5mbps for two days. impossible,"Hi Frank, Let us partner you with our Verizon Wireless Team . We will get this over to them for you.",internet_wifi_issue
I feel like should have to pay me an inconvenience fee when I go to pay my bill and their site is down so I have to wait. 😂😂😂😂,Oh my! Is this for your Verizon wireless service?,billing_charges
@VerizonSupport Yes. I know it’s the middle of the night where I am (2:53am!) and i’m sure the site has to do maintenance but it suckssss,That is not good. Please allow us to coordinate with our wireless colleagues to find a resolution.,billing_charges
"@VerizonSupport It’s not a huge deal, I’m just a little overdramatic sometimes 😂😂😂😂😂😂",It's okay. We're here to help,billing_charges
Man fuck verizon!!,That's not how we want you to feel. How may we assist?,account_login
"its 2017 and i miss dial up internet becuz verizon wifi sucks sooooooooooo bad, how pathetic is that","Hi Michael, Have you tried the Wireless Wizard on ""In Home Agent""? Here is a link to it: https://t.co/MmOJtKTqAr",internet_wifi_issue
And 100mb internet. So much for not getting charged more after the merger,Keep an eye on our availability site. https://t.co/3rCpVLSeOI We are always expanding.,billing_charges
. customers would like to hear from on what FIOS has said about cutting Univision out of its line-up.,Please follow and DM for futher assistance.,internet_wifi_issue
"#ONDEMAND is awkward/difficult to navigate/slow, and non-intuitive. No ff/rewind makes it exponentially worse #fiosfail",We appreciate your feedback on this and will pass this on to our developers.,internet_wifi_issue
. is a blank screen. Other #channels are OK.,"Hi Liz, is this happening on all TV's or just one?",tv_fios_content
@VerizonSupport I only have 1.,Please unplug the box then reseat the coax cable and plug the box back in. Let us know if it helps.,tv_fios_content
Still waiting for “s field manager Chris Pagan to phone us. They promissed he would call us yesterday afternoon !! Frustrating.,"If you can come into the chat that we sent, we can get an update on that call for you.",mobile_phone_issue
"30 minute wait (again, after troubleshooting myself) to have the rep try a few things and it worked. She said there was no record of my call",We are glad to heat your service is back working. What did the rep do that fixed it?,mobile_phone_issue
what is #Verizon doing kicking off ?!?!?!,You can get updates at this link. https://t.co/KNEqkkpqq3,internet_wifi_issue
@VerizonSupport why the fuck would you stop brodcasting unvision without letting your customers know y’all garbage,We are still in negotiation with them to bring back the programing. More information is available at the link. https://t.co/KNEqkkpqq3,tv_fios_content
@VerizonSupport Well thank you but if the channel is off will the monthly bill lowered to customers?,Unfortunately that is not the case for this situation.,equipment_router
Why should I keep your service if one of the few channels my family tunes into has been blacked out? #Univision,We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/9MR3CDuLxK,tv_fios_content
"@VerizonSupport Hi support: what else can you tell me Re: Univision issue, monthly costs going down because FIOS will no longer be paying for that service?",Can you please follow and DM us?,equipment_router
Thanks @VerizonSupport 4 putting me on with the most combative CSR u could find @ 8am. Guess Ill just drop all my services &amp;🔜,Oh no! What happened? We would like to help.,tv_fios_content
"playing back videos on IG, Twitter, YouTube have really sucked lately. What's goin on? All pixelated smh",Is this for your land line service or cellular? We would like to help.,tv_fios_content
: took off your station. This is VERY upsetting!!!!! Work it out so I can watch my shows again!!!!,We appreciate your feedback. You can get updates at this link. https://t.co/KNEqkkpqq3,tv_fios_content
It looks like I have a lot of time to get another carrier cause decide without notice to blackout so be checking,We appreciate your feedback and would hate to lose you. You can find updates at this link. https://t.co/KNEqkkpqq3,internet_wifi_issue
@VerizonSupport no internet connection now for 7 days and cannot get someone on the phone. Help.,"We can help right here, Clara. What state are your services in?",internet_wifi_issue
@VerizonSupport I don't get a lot of channels because of your new system you did they when I start with you that I will have !!,We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/UZUBDSwYYl,tv_fios_content
Verizon Pulls Univision from Fios Service https://t.co/3lVBDgXp9k via,We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/G88l22tpIq,internet_wifi_issue
"another month, another $130 to . one dollar per five kilobytes of download speed. https://t.co/LsYqoN3KGh",Is this for your cellular service?,equipment_router
or lower our bill Not happy right now,We hate to hear this Alan. What channels are we discussing today?,billing_charges
Verizon Pulls Univision from Fios Service https://t.co/aFdmOu6rSJ via,We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/aXL2h7E9SU,internet_wifi_issue
Univision is the main reason we subscribe. Please add it back or we will switch.,We are still in negotiation with them to bring back the programming. More information is available at the link. https://t.co/KNEqkkpqq3,plan_product_upgrade
Why the fuck do my calls keep dropping and not going through . Fix my shit.,Is this on your cellular phone?,mobile_phone_issue
@VerizonSupport no it’s not in my car. Been with Verizon for 14 years never had problems now things are horrible.,Let's get this into the hands of our team with so they can assist.,internet_wifi_issue
@VerizonSupport I’m about to follow “Can you hear me now” right over to sprint.,They will take good care of you.,complaint_escalation
@VerizonSupport i have been unable to have $95.00 in illegal check and penalty fees assessed to me since 9/15/17. I spoke to rep by fone last month and was told that i would not be assessed because i deleted debit card payment method ahead of time,"Let us help, Michelle. Is this for your cellular or residential service?",billing_charges
@VerizonSupport y arent the premium channels removed frpm my acct yet? im being charged when i verbally cancelled promotional channels prior to aug 26. plz remove these charges as well as the $95 ck fees,We can look into this for you. Please follow and DM us.,billing_charges
": Because of your greediness for more money, you are losing a lot of viewers from . Do you really want that?",We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/Dxdo4EV18U,internet_wifi_issue
I don't think that cutting the signal is a good way to put pressure in a negotiation. Get us Univision or lose us.,We are still in negotiation with them to bring back the programming. More information is available at the link. https://t.co/KNEqkkpqq3,installation_availability
"@VerizonSupport yes, it happens everywhere i've tried around the city of ithaca, new york",We would want to get this over to our team with so they can assist.,equipment_router
Oh man . You’ve really pissed off our community. Going to have to consider new options. https://t.co/UDwyoYRw3q,We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/Jmv7cFnrT9,internet_wifi_issue
so it seem that all my services decided to stop working at one time. You computer system is no help and no number to call. Where is you customer service??,"We can help right here, Robert. Are all of your services out right now?",mobile_phone_issue
@VerizonSupport All my Fios services went down st the same time you’re automated computer system is no help and no customer service number to call. What happened to customer service?,Can you locate the battery backup unit for our services and let us know what lights are lit on that device?,mobile_phone_issue
@VerizonSupport Red replace batt green system ok and a green ok on secondary box,Can you press and hold the alarm silence button for 30secs? This will reboot your services and should help restore.,equipment_router
@VerizonSupport Just powered back up. Top light is red. https://t.co/XLl23t2Woa,Please follow and DM us so that we can pull up your account to run some tests.,equipment_router
Annabelle Creation was supposed to be ondemand today....where is it???,Once the provider releases it to us we will have that up there.,installation_availability
@VerizonSupport and can't even play a YouTube video. It's ridiculous. I'm at 79916 and 79936 zip code.,Let's get this over to our team with so they can assist.,installation_availability
Unfortunately due to the dispute between and we can't watch the novela or news. What a shame!,We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/EDxuJe2E8p,tv_fios_content
Thank you for putting a “set reminder” on the cable boxes.,No problem.,complaint_escalation
Just got the runaround on the phone with Business Support for 30 mins... Never been so annoyed with a customer service rep...,That's frustrating. How can we assist you?,mobile_phone_issue
"note to customers after dropping from their channels line up is unprofessional and childish, big disappointment!",Check here for details/updates on the situation about the broadcaster here. https://t.co/KNEqkkpqq3,tv_fios_content
"@VerizonSupport got an email asking me to confirm my appointment, clicked on link, but I can’t find a “confirm” button anywhere - help?",Hey Andy. Clicking the link should have confirmed your appointment.,installation_availability
#CX on . site could use some love. Ditto on #AI agent - tho here it needs a little #intelligence love.,"The number to Verizon Support is 800.837.4966 If you prefer, we can help you right here.",complaint_escalation
pulls #Univision from lineup....wonder which company will lose more viewers/customers https://t.co/aL6MR6wNVh,We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/N4yTngPnJe,internet_wifi_issue
"@VerizonSupport Thanks. If I DM you the order #, can you verify that it’s actually confirmed?",Please follow and DM us.,complaint_escalation
it is absolutely ridiculous and frustrating that I’m getting subpar speeds (less than 1 Mbps) on LTE. And tech support was no help.,Let me partner you with our Verizon Wireless team .,mobile_phone_issue
y’all gonna get your service together soon?,What's going on?,complaint_escalation
@VerizonSupport hello. I have a question about my bill,"Happy to help, is this for a Fios or Cellular bill?",billing_charges
@VerizonSupport I’ve been on the phone w/your support number since 10:20. I’ve been transferred 3x. No resolution in sight. Have drop soon and do real work,What has you calling in today? We can assist right here with no need to hold on the phone.,mobile_phone_issue
Just paid $7 for a new remote on eBay so I could avoid dealing with customer service. Well worth it.,We are available right here if you ever need assistance and do not want to call in.,complaint_escalation
"will you be waiving the early termination fee since you don;t carry ?If you get less channels, might as well pay less",We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/pCcNrfKMah,tv_fios_content
"@VerizonSupport Yes, but in the meantime either are we getting a credit or can we terminate early w no penalty?",Please follow and DM us.,internet_wifi_issue
@VerizonSupport Yes! I don't know if I pressed some feature on the remote that I'M NOT aware of that keeps it lit all of the time?,There is no feature that would do that. You can try to reprogram the remote with this link. https://t.co/4beT7CefFN,billing_charges
I have 5 bars and my instagram feed is loading slow as fuck. Get it together,Let me partner you with our Verizon Wireless team .,billing_charges
"#univision-#Verizon FOLLOW THE MONEY, and now who's paying?",We are still in negotiation with them to bring back the programming. More information is available at the link. https://t.co/KNEqkkpqq3,internet_wifi_issue
@VerizonSupport My wife and I have reward credits to use tried on multiple occasions for Jets/Giants tickets and gone,You can try the Verizon rewards team here. They should be able to assist with this matter. (866) 948-2725,account_login
I just wanted a fair deal with my phone.,Let me partner you with our Verizon Wireless team .,mobile_phone_issue
@VerizonSupport hello I am in San Juan Puerto Rico with FEMA when will you have cell service here,We will pass your question on to for you.,mobile_phone_issue
Just had a lovely call with customer service managing some issues with my account. What a pleasant surprise as a new customer!,Glad to hear it! We are also available right here 24/7.,account_login
Going on 2+ hours trying to set up my account 🙃 it’s incredible how complicated this process has been,What's going on? Are you setting up equipment?,account_login
I cancelled a account back in june and was told it would take 2 billing months to process. How come i just received another bill? For some reason i can't even view this bill online. #frustrated,We would like to help. Is this for land line service or cellular?,billing_charges
@VerizonSupport Enterpise,"Enterprise is not handled online, you should have a point of contact and number designated for your account.",mobile_phone_issue
@VerizonSupport working from home &amp; Internet keeps booting me out. I am in th middle of an important call n presentation. Pls advise,We can look at this for you. Can you tell us what color the internet light is on the router?,internet_wifi_issue
"Is the app under some sort of maintenance? It keeps telling me to check my internet connection, but the connection’s fine",It could just be acting up. Can you try to uninstall and reinstall it to see if that clears up?,internet_wifi_issue
@VerizonSupport I've called that number many times and have been routed so many times! I have no point of contact or rep assigned that I know of.,That number is going to be who you need to contact for this.,equipment_router
@VerizonSupport Tried to set up my own account after getting a new phone and I’ve been sent in circles since 9am this morning,Is this for cellular service?,account_login
.. what’s going on with my service?!,We can take a look at what might be going on . Is this for your cellular or residential service?,complaint_escalation
is there an outage in the va beach area? My internet is out but tv is still working.,None that we're aware of. Can you tell us what color the internet light is on the router?,internet_wifi_issue
@VerizonSupport You can’t help me in 140 characters. Teach your employees to give proper information to customers,"We can move to DM where we have more characters but first, we need to know this is for land line or cellular service.",installation_availability
@VerizonSupport Both lights are white,Can you locate the battery backup unit for our services and tell us what lights are lit on that device?,equipment_router
@VerizonSupport It’s a cellular service,Let me partner you with our Verizon Wireless team .,mobile_phone_issue
sooo you guys just decided to remove Spanish programming?,We are still in negotiations to bring back the programming. More information is available at the link. https://t.co/KNEqkkpqq3,installation_availability
@VerizonSupport Is the battery backup unit the black box or outside white box?,It should have a button on it that says either Alarm Silence or ONT Reset. It should be inside the home.,equipment_router
"@VerizonSupport I was finally able to download a PDF of the bill, thanks. Our bill has crept up another $5. Time to start looking at the alternatives!","Let's figure out why, please follow and DM us.",billing_charges
"@VerizonSupport This is the only box that’s inside, it has a green light https://t.co/b1Ig0zu4tj",Can you press and hold that ONT Reset button for 15 seconds to reboot that device and then give it 5 minutes to boot up?,internet_wifi_issue
@VerizonSupport hi guys! just got off the phone with your support to upgrade a phone and haven't received the confirmation email etc.,Was this for your cellular account?,mobile_phone_issue
I just had to absolute WORST customer experience with . Do not sign up. If you have them get rid of them. They don't care,We do care. We do apologize for your bad experience. What's going on?,plan_product_upgrade
"Dear I want my back. I'm giving you fair warning, I have my mothers #chankleta throwing skills. #itboomerangs #univision",We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/jaOul8qHtX,installation_availability
Caller id been around over 20yrs yet what you to pay for this. #scam #ripoff cause they get kick backs from telemarketers https://t.co/s2kLrqbhuI,Let me partner you with our Verizon Wireless team .,mobile_phone_issue
@VerizonSupport no. You don't. I just spoke with a regular rep who was nice but had to get me with a Sup. She had a rebuttal to everything,That's not cool. We can address you concerns here. Please follow and DM us.,complaint_escalation
@VerizonSupport Okay I have reset it and it’s been about five minutes,"OK great, now reboot the router 1 more time and see if it works when it comes back up.",tv_fios_content
No I don’t want to pay a web page when I’m already paying for cable and all the Latino channels,Check here for details/updates on the situation about the broadcaster here. https://t.co/KNEqkkpqq3,tv_fios_content
"@VerizonSupport No, my devices say connected but there is still no internet.",Do you still have an amber or red light on the router?,internet_wifi_issue
is literally trash. How do i not have any service at home!?,That's not good. Is this for your cellular phone?,complaint_escalation
@VerizonSupport if you could do something then that means they could have and didnt go the extra mile for the customer which is even more problematic,Understand your frustration. We are here for you. We would love a chance to address your concerns.,complaint_escalation
@VerizonSupport Nope both lights are still white,Still no connectivity? Do you have a device connected directly to the router?,equipment_router
@VerizonSupport celluar,We are sending this over to so they can assist.,mobile_phone_issue
@VerizonSupport Yes! 😱,There is no feature to keep the remote lit.,billing_charges
it’s really annoying that I get an email abt a channel being cancelled the day of no warning,Check here for details/updates on the situation about the broadcaster here. https://t.co/KNEqkkpqq3,tv_fios_content
@VerizonSupport yes -- if you DM me I will send details,Let me partner you with our Verizon Wireless team .,billing_charges
@VerizonSupport No connectivity. Laptop is currently connected and when I try to load a webpage it says “DNS PROBE NO INTERNET”,Disconnect and forget the network on your laptop then reboot it. Once rebooted reconnect to router. (It will ask for Password again).,internet_wifi_issue
@VerizonSupport The light on the router is white and stable. Meaning no flash. Earlier this morning I rebooted it but it still managed to kick me off,Thank you. Are all devices losing connection?,equipment_router
"channel 41 in NY was always the basic and standard channel, how about you leave that one channel in the line up #smh",Check here for details/updates on the situation about the broadcaster here. https://t.co/KNEqkkpqq3,tv_fios_content
@VerizonSupport Question about my TV service. Could someone get back to me?,Sure thing! Please follow and DM us so we can discuss further.,tv_fios_content
can you dick heads get your lives together and give my grandma her novelas back,We are still in negotiation with them to bring back the programming. More information is available at the link. https://t.co/KNEqkkpqq3,tv_fios_content
@VerizonSupport hey fios went Spanish channel is coming back in the air and I know u guys working with them to make it come back what update,Check here for details/updates on the situation about the broadcaster here. https://t.co/KNEqkkpqq3,tv_fios_content
no responde a sus clientes en español.,Check here for details/updates on the situation about the broadcaster here. https://t.co/KNEqkkpqq3,internet_wifi_issue
@VerizonSupport Why is my internet plan being raised $10? I've made no changes to my account ( 454-742-998-0001-50),Please remove your post that shows your account # and follow/DM us.,internet_wifi_issue
I don't know who has a worse online bill pay system. @ATT or,We hate to hear that you don't like it. Are you having troubles that we can assist with?,billing_charges
Smfh those rates are crazy!! I was looking at FiOS possibly even though I'm not a fan - they have Internet/TV deals for like 80 bucks,We'd love to have you. Let us know if we can do anything to help.,internet_wifi_issue
Get it together &amp; I want my channel back!! 🙄,Check here for details/updates on the situation about the broadcaster here. https://t.co/KNEqkkpqq3,tv_fios_content
I hate my service always slow af 😒,Oh no! Is this regarding Fios or Wireless (mobile) service?,complaint_escalation
@VerizonSupport Thanks! For a few weeks now I've been seeing 2 or 3 Verizon trucks outside my building every morning. Good sight to see!,We can't wait to have you!,complaint_escalation
Verizon would have a service outage the day that all my assignments are due :’) #nowifisucks,Oh no! Have we already provided an ETA on this?,internet_wifi_issue
So is literal trash for cancelling my order without my consent,Oh No! We can look into this for you. What state are your services in?,mobile_phone_issue
"@VerizonSupport Yes, 3am tomorrow. All of my assignments are due at 12 pm tonight :(",Oh no! We hope it can get fixed before then.,billing_charges
Verizon was supposed to have contacted me back yesterday. I never received a phone call back,That is not the experience we want you to have. What did you expect the call back regarding?,mobile_phone_issue
@VerizonSupport you just screwed me out of my cloud. Where is the damn archive so I can get my pictures back,Let's get our team with involved so they can assist with this.,tv_fios_content
My told me to tell y'all if ya dont get univision back we canceling.....first warning.,We are still in negotiation with them to bring back the programming. More information is available at the link. https://t.co/KNEqkkpqq3,equipment_router
"@VerizonSupport I called this number and they kicked me over to Frontier Communications. I spoke with Frontier, but this is not their account.",What state is your service in?,equipment_router
It's cheaper for me to cancel my service and return as a new customer. Why don't I just not come back while I'm at it?,Are you having an issue with your bill?,complaint_escalation
@VerizonSupport A possible solution to the phone issues. A new replacement for the third replacement phone. I don't find that a good solution,Is this for your cellular account?,mobile_phone_issue
@VerizonSupport I don't like strangers knocking at my door... I think it's safe to say my neighbors don't either because most people don't answer.,"If you send us a PM, we can get you added to the Do Not Knock List.",equipment_router
Son I hate Verizon,We do't want you to hate us. What seems to be going on that we can help with?,complaint_escalation
Really! I can't get upgraded equip due to your system autocorrects my address to something wrong?,What's going on?,plan_product_upgrade
@VerizonSupport Yes,We would want to get that team involved,billing_charges
@VerizonSupport New York,Can you please follow and DM us?,mobile_phone_issue
"@VerizonSupport I'm wanting to switch to internet only, but you're going to charge $59.99 rather than $39.99 for new customer. 2 year customer means nothing","We do not want you to feel that way but, we are not able to extend new customer deals to our existing customers.",internet_wifi_issue
It's for dsl and a phone,Please come into our secure chat.,mobile_phone_issue
@VerizonSupport My address was incorrect by your system and no one can correct it. Though I've had your service for over 7yrs,Can you please follow and DM us?,account_login
"@VerizonSupport But for future reference, it's really problematic that this took 1.5 hours and 4 reps to resolve something I didn't do","We certainly apologize for this. If you ever need anything going forward, just reach out to us here.",complaint_escalation
@VerizonSupport I have been trying to pay a bill online and via the phone for almost an hour and not getting anywhere from chat or phone,We can look at this with you. Do you get an error when you try to pay your bill online?,billing_charges
@VerizonSupport Yes,What does it say?,billing_charges
"@VerizonSupport glad your issue was solved. I've had consistent major issues with Verizon business phones - some of the worst product, support/service I've",Oh no! What issue are you having? We would like to help.,mobile_phone_issue
@VerizonSupport https://t.co/4Mc5ibx5xJ,Have you tried to pay with an alternate payment method like it suggested?,internet_wifi_issue
"@VerizonSupport Yes. I chatted online, they gave me a number to call and when I did it said it was closed.","If you can follow and DM us, we can get a closer look at your account to see what might be going on.",mobile_phone_issue
why my fios app trippin mayne,What is happening?,tv_fios_content
@VerizonSupport Keeps telling me it can’t connect to the internet... but my internet is working fine...,Have you tried to uninstall and reinstall the app?,internet_wifi_issue
@VerizonSupport Naw... here Issa screenshot https://t.co/rizWFEpou8,"Thank you. Can you try uninstalling the app, rebooting the device, then re-installing the app?",internet_wifi_issue
So sick of dealing with incompetence. Time to start looking at other service providers.,"We hate to hear this, Kenny. What seems to be going on that has you upset with us?",complaint_escalation
My service been slow af lately,"Good afternoon, was this your home or cell service that was running slow?",complaint_escalation
Verizon no longer has the best/fastest fiber optics. I’m mad I’m just finding this out,Are you having issues with your Verizon Fios Services?,internet_wifi_issue
Alright. It’s a done deal. I’m done with &amp; I’m joining team Just need consistent high speed service. Not excuses. ✌🏼,Welcome! Welcome! Please let us know if there is anything we can do to help the transition or if there are any questions you have.,complaint_escalation
"@VerizonSupport Yes, unfortunately I’m switching to google",Was there something we could assist with or is it just the speed issue that has you concerned?,plan_product_upgrade
"@VerizonSupport Hey VZ, is internet outage widespread or just me? No hardwire or Wi-Fi for about 45 minutes here.","We are here to help. Any red lights on the router? Are your other services working? Also, what area are you located?",internet_wifi_issue
I seriously hate your everything about your service!!!!!!!!!!!!!!!!!’😤,We don't want that. What has you not liking our service? We'd love to help turn this around.,complaint_escalation
@VerizonSupport https://t.co/82LNFvcdo2,Have you had a chance to reboot the router already?,internet_wifi_issue
@VerizonSupport great going. Your web site won't support my phone browser anymore. Congratulations for messing it up.,Are you having troubles accessing information on our site?,mobile_phone_issue
@VerizonSupport Then now im getting charged 54.99 to be at a 10 plus 9.99 for a router? Come on now? Service is horrible,Did we upgrade your internet speed without notifying you there would be a price increase?,billing_charges
@VerizonSupport https://t.co/OOSGXt4uRY,Thanks for trying! Do you have access to your battery backup unit?,internet_wifi_issue
@VerizonSupport Your site rejects my phone browser. Always worked till now. Won't be able to see my account. Good going.,You might need to try another browser or update your current one. There is also the MyFios App.,account_login
"making my head spin. give me free premium channels, then remove them once I upgrade my plan? Penalized for paying more? #scam","We don't want you to feel scammed, Tony. Sometimes when changing plans, it can remove other promotions.",plan_product_upgrade
Forever regret switching to bc the service is so horrible 😣,"We don't want you to feel this way, is this a Fios or Cellular account?",plan_product_upgrade
@VerizonSupport This? https://t.co/vc7WpyYs8q,That is the power adapter for it. There should be a blue button somewhere on that or on the main unit it powers.,internet_wifi_issue
You are losing my business today. Unfathomable lack of customer care,We can take a look at your account if you can follow and DM us.,internet_wifi_issue
@VerizonSupport I have a serious gripe about my bill. Is there a direct # I can contact someone. This isn't fair,There certainly is. Is this in regards to your cellular or residential service?,equipment_router
@VerizonSupport Not blue but says reset. This it? https://t.co/oNqF1VSz2q,That is the one. Press and old that one for about 7 seconds. Then reboot the router.,internet_wifi_issue
"@VerizonSupport So I can endure another 45 min runaround with a customer rep who says ""nothing I can do"". . At least you train them to say ""I'm sorry sir""","We want to help, just follow and DM us so we can get started.",complaint_escalation
my internet isn't working...,"We are here to help Anthony, Are your other services working? Any red lights on the router?",internet_wifi_issue
@VerizonSupport Ok. Trying that now. Thanks,Just keep us updated on how that goes.,equipment_router
"My mum is so fucking pissed that cut off 's signal, I'm dying someone help me. 😂😂😂",We are still in negotiation with them to bring back the programming. More information is available at the link. https://t.co/KNEqkkpqq3,complaint_escalation
"@VerizonSupport Thanks! Internet's back up. It's still acting like it needs a cup of coffee, but I see life!",Are you getting worthwhile wired spedtests at this point?,internet_wifi_issue
Impatiently waiting for to get to my area so I don't have to deal with Cox anymore,You can check for the updated availability at this link. https://t.co/iqyZ6w4Wuh,equipment_router
@VerizonSupport Yes. Speedtests are fine. First one was at about 10% download. Now they're about what's expected. Just wasn't really experiencing the speed.,So you are getting the speeds now?,internet_wifi_issue
i need assistance please,Help has arrived! What trouble are you having with your service?,equipment_router
@VerizonSupport Oh I have almost monthly since I moved into this area 😂,There is an option to receive an update via SMS or email when the availability at that location changes.,equipment_router
@VerizonSupport I have a bill question,What issues are you having with your bill?,billing_charges
"Hello we need Univision back please, when it is going to happen?",Thank you for reaching out. More information on Univision can be found at https://t.co/KNEqkkpqq3,internet_wifi_issue
"@VerizonSupport Yeah, it seems like it's at least pretty close to normal now. Thanks!","No problem, let us know if it acts up again, we are here 24/7 for you.",internet_wifi_issue
"Since Verizon doesn’t have the last episode on demand &amp; FX’s replay is broken, I’m a week behind 😠😣 #PleaseFixTheIssues",What show/episode are you referring too?,internet_wifi_issue
Your internet has been slow lately and the router is in the room next to mine. What can I do to make it better??,"Good evening, are you having the same issue from wired connections as well?",equipment_router
"@VerizonSupport Cult Mid-Western Assassin, from last week. I check every day.",We just checked the Fios Mobile app and the episode is available there and on the FX site/app. This can be used as a temporary fix.,equipment_router
I pay too much for your service to suck 😒,"Good evenin, was this an issue with your home or cell services?",complaint_escalation
Why did my dvr just randomly reset?,"Good evening, did it totally shut down and then come back on again or was it the DVT feature that stopped?",tv_fios_content
"call from private number, claims to be you, saying bill going up $20 because neighborhood line upgrades. Is this legit?",Let's investigate this. Please follow and DM us at your convenience.,billing_charges
@VerizonSupport It totally shut down and took 2-3 minutes to restart.,"There are periodic software updates that get installed, but shouldn't happen at 5pm. Was there any notification before the reset?",internet_wifi_issue
"@VerizonSupport No, it just reset.",Thanks! Is this the first time this has happened?,equipment_router
screwed up my scheduled appointment to fix my internet/cable after I changed schedule to be home. Incredible they can’t fix.,We'd like to work on this! Are you still on the phone?,internet_wifi_issue
@VerizonSupport Yes.,Thanks again. Please follow and DM us so we can discuss further.,billing_charges
"@VerizonSupport Nope, off the phone",Please folow and DM us.,mobile_phone_issue
if you get rid of the ONLY channel viewed in my household are we able to exit the contract w/o a fee? @VerizonSupport,What channel are you referring to?,equipment_router
and I am dead ass I ran out of data on fucking OCT 11th bc is you motherfuckers,What is going on with your services?,tv_fios_content
@VerizonSupport my phone internet is crashing every so often and get really frustrating.,We'd be glad to look into this for you. Do you have residential or cellular service with us?,internet_wifi_issue
@VerizonSupport Would that make a difference? Also answering a question with another isn't very helpful....,It might be an error or issues as opposed to a channel being removed.,plan_product_upgrade
When i make calls my number is listed as someone else. I also keep receiving phone calls looking for that person. HELP FIX THIS,Please follow and DM us.,mobile_phone_issue
VZ is the most expensive in cell/internet /FIOS/Voice &amp; you cancel UNIVISION Spectrum here I come! What nerve no cust ser sense,We know that this is a frustrating situation. For more information regarding this please visit https://t.co/KNEqkkpqq3 .,internet_wifi_issue
@VerizonSupport Residential. I was offered a plan on myverizon and was told I'm not eligible,Please follow and DM us.,plan_product_upgrade
@VerizonSupport If I close down my Verizon email do you think I will be able to get back into my yahoo? I’m desperate,Closing the Verizon email account should not have an effect on your Yahoo email address,account_login
@VerizonSupport when / how will I be able to pre order the iPhone X on October 27th?,In order to provide the best answer for this we'll refer this to our wireless team since we handle Fios and DSL accounts.,mobile_phone_issue
"Four bars and yet I never have connection in Ankeny, IA @VerizonSupport https://t.co/wezTUzX2Vn",Thanks for the tweet! We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,internet_wifi_issue
@VerizonSupport I have been told by your tech support they are linked together. They have come on my laptop to assist me and still unable to unlock my yahoo,"Just to confirm, you are able to access the email ending in https://t.co/nJjnVspM37 but not the one ending in https://t.co/DClxuhGdMC?",internet_wifi_issue
@VerizonSupport That is correct,"Please reach out to yahoo, https://t.co/lfvK8l24K4 ,to get that handled.",complaint_escalation
@VerizonSupport League Pass on go90 this year?,Good question. We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,internet_wifi_issue
@VerizonSupport I’ve tried there is no way to get any tech-support from Yahoo. I went into the open forum and still unable to get any help. There are many,"Our apologies, We're unable to support Yahoo mail.",internet_wifi_issue
@VerizonSupport Residential internet,We need you to follow and Direct Message us so we can assist.,internet_wifi_issue
Verizon Fios are thieves. They are trying to double charge my account!,This sounds like a mistake that we need to investigate. Please follow and DM us to continue.,billing_charges
